Timestamp,User Email,Method,Path,Status Code,Message
2025-06-14T15:43:29.596653,testuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/comment,200,
2025-06-14T15:43:28.908899,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:28.895131,testuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/register,200,
2025-06-14T15:43:27.936618,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:27.920657,testuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/comment,200,
2025-06-14T15:43:27.215204,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:27.201745,testuser@gmail.com,POST,http://testserver/events/create,403,
2025-06-14T15:43:27.175728,testuser@gmail.com,GET,http://testserver/events/filter?start=2025-01-01&end=2025-12-31,200,
2025-06-14T15:43:26.577045,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:07.014042,adminuser@gmail.com,GET,http://testserver/categories,200,
2025-06-14T15:43:06.336985,adminuser@gmail.com,POST,http://testserver/categories,200,
2025-06-14T15:43:06.157230,adminuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/register,200,
2025-06-14T15:43:05.210681,adminuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:04.657444,adminuser@gmail.com,DELETE,http://testserver/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,
2025-06-14T15:43:03.770837,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:43:03.756552,adminuser@gmail.com,POST,http://testserver/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,
2025-06-14T15:43:03.070362,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:43:03.055039,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-14T15:43:01.971623,adminuser@gmail.com,POST,http://testserver/categories,200,
2025-06-14T15:43:00.052225,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:58.082847,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:56.195643,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:54.309427,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:52.422718,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:50.539515,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:48.657684,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:46.784845,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:44.908596,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:43.019494,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:41.145746,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:39.258116,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:37.369733,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:35.469276,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:33.483677,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:42:32.927480,adminuser@gmail.com,POST,http://testserver/events/create,200,
